Action Points,Action/Event,Area Majority / Influence,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Events,Hand Management,Point to Point Movement,Scenario / Mission / Campaign Game,Simulation,Solo / Solitaire Game,Stat Check Resolution,Sudden Death Ending,Tug of War,Variable Player Powers,,,,,
Catch the Leader,Hand Management,Modular Board,Programmed Movement,Race,Simulation,Simultaneous Action Selection,Track Movement,,,,,,,,,,,,,
Action Points,Area Majority / Influence,Dice Rolling,Grid Movement,Hand Management,Hexagon Grid,Modular Board,Tech Trees / Tech Tracks,Trading,,,,,,,,,,,,
Action Points,Dice Rolling,Narrative Choice / Paragraph,Set Collection,Storytelling,Trading,Turn Order: Progressive,,,,,,,,,,,,,,
Area Movement,Point to Point Movement,Set Collection,Tile Placement,Variable Player Powers,Worker Placement,,,,,,,,,,,,,,,
End Game Bonuses,Hand Management,Open Drafting,Set Collection,Solo / Solitaire Game,Turn Order: Progressive,Worker Placement,"Worker Placement, Different Worker Types",,,,,,,,,,,,,
Hand Management,Player Elimination,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Connections,Grid Movement,Hand Management,Hexagon Grid,Line of Sight,Player Elimination,Solo / Solitaire Game,Team-Based Game,Tile Placement,Variable Player Powers,,,,,,,,,,
Auction: Sealed Bid,Simultaneous Action Selection,,,,,,,,,,,,,,,,,,,
Auction/Bidding,"Deck, Bag, and Pool Building",Hand Management,Network and Route Building,Pick-up and Deliver,Tile Placement,,,,,,,,,,,,,,,
Dice Rolling,Different Dice Movement,Grid Movement,Movement Points,Player Elimination,Push Your Luck,Race,Roll / Spin and Move,Simulation,Turn Order: Stat-Based,,,,,,,,,,,
Open Drafting,Race,Roll / Spin and Move,Variable Player Powers,,,,,,,,,,,,,,,,,
Trick-taking,,,,,,,,,,,,,,,,,,,,
Commodity Speculation,Secret Unit Deployment,Voting,,,,,,,,,,,,,,,,,,
Area Movement,Point to Point Movement,Rondel,Set Collection,Tile Placement,Variable Player Powers,Variable Set-up,Worker Placement,Worker Placement with Dice Workers,,,,,,,,,,,,
Auction/Bidding,Auction: Sealed Bid,Commodity Speculation,Pick-up and Deliver,Set Collection,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,End Game Bonuses,Income,Modular Board,Once-Per-Game Abilities,Open Drafting,Tech Trees / Tech Tracks,Tile Placement,Turn Order: Pass Order,Variable Set-up,,,,,,,,,,
Auction/Bidding,Hand Management,Player Elimination,,,,,,,,,,,,,,,,,,
Area Movement,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Secret Unit Deployment,Simulation,Simultaneous Action Selection,,,,,,,,,,,,,,
Action Points,Cooperative Game,Dice Rolling,Pick-up and Deliver,Point to Point Movement,Solo / Solitaire Game,Variable Player Powers,Variable Set-up,,,,,,,,,,,,,
Action Points,Dice Rolling,Grid Movement,Hand Management,Modular Board,Role Playing,Secret Unit Deployment,Tile Placement,Variable Player Powers,,,,,,,,,,,,
Commodity Speculation,Ownership,Stock Holding,Tile Placement,Variable Player Powers,Worker Placement,,,,,,,,,,,,,,,
Betting and Bluffing,Hand Management,,,,,,,,,,,,,,,,,,,
Worker Placement,,,,,,,,,,,,,,,,,,,,
Action Points,Area Movement,"Deck, Bag, and Pool Building",Dice Rolling,Die Icon Resolution,Hexagon Grid,Role Playing,Roll / Spin and Move,Stat Check Resolution,Variable Player Powers,Variable Set-up,,,,,,,,,,
Cooperative Game,Critical Hits and Failures,Dice Rolling,Grid Movement,Role Playing,Solo / Solitaire Game,Storytelling,,,,,,,,,,,,,,
Dice Rolling,Open Drafting,Paper-and-Pencil,,,,,,,,,,,,,,,,,,
Grid Movement,,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Auction/Bidding,Betting and Bluffing,Deduction,,,,,,,,,,,,,,,,,
Contracts,Dice Rolling,Die Icon Resolution,Events,Paper-and-Pencil,Push Your Luck,Re-rolling and Locking,Solo / Solitaire Game,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Push Your Luck,,,,,,,,,,,,,,,,,,,
Action Queue,Auction/Bidding,Hand Management,Map Deformation,Set Collection,Worker Placement,,,,,,,,,,,,,,,
Set Collection,Tile Placement,,,,,,,,,,,,,,,,,,,
Action Retrieval,Area Majority / Influence,Hand Management,Simultaneous Action Selection,,,,,,,,,,,,,,,,,
Auction/Bidding,Hexagon Grid,Network and Route Building,Stock Holding,,,,,,,,,,,,,,,,,
Push Your Luck,Set Collection,,,,,,,,,,,,,,,,,,,
Hand Management,Player Elimination,,,,,,,,,,,,,,,,,,,
Memory,Player Elimination,Push Your Luck,,,,,,,,,,,,,,,,,,
Hidden Movement,Point to Point Movement,Resource to Move,Secret Unit Deployment,Team-Based Game,Variable Player Powers,,,,,,,,,,,,,,,
Cooperative Game,,,,,,,,,,,,,,,,,,,,
Network and Route Building,Worker Placement,"Worker Placement, Different Worker Types",,,,,,,,,,,,,,,,,,
Area Majority / Influence,Auction/Bidding,Dice Rolling,Variable Player Powers,,,,,,,,,,,,,,,,,
Area Majority / Influence,Dice Rolling,Turn Order: Pass Order,Turn Order: Stat-Based,Worker Placement,Worker Placement with Dice Workers,,,,,,,,,,,,,,,
Auction/Bidding,Campaign / Battle Card Driven,Dice Rolling,Negotiation,Tug of War,,,,,,,,,,,,,,,,
Dice Rolling,Push Your Luck,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,End Game Bonuses,Grid Movement,Hand Management,Hexagon Grid,Modular Board,Network and Route Building,Victory Points as a Resource,,,,,,,,,,,,,
Area Majority / Influence,Hand Management,Layering,Set Collection,,,,,,,,,,,,,,,,,
Auction/Bidding,Commodity Speculation,,,,,,,,,,,,,,,,,,,
Auction/Bidding,Hand Management,Open Drafting,Simulation,,,,,,,,,,,,,,,,,
Communication Limits,Cooperative Game,Hand Management,Memory,,,,,,,,,,,,,,,,,
Bingo,Contracts,End Game Bonuses,Grid Coverage,Paper-and-Pencil,Set Collection,,,,,,,,,,,,,,,
Area Majority / Influence,Auction/Bidding,Grid Movement,Modular Board,Simultaneous Action Selection,Variable Player Powers,,,,,,,,,,,,,,,
Campaign / Battle Card Driven,Dice Rolling,Hand Management,Movement Template,Player Elimination,Rock-Paper-Scissors,Variable Player Powers,,,,,,,,,,,,,,
Area Majority / Influence,,,,,,,,,,,,,,,,,,,,
Real-Time,Speed Matching,,,,,,,,,,,,,,,,,,,
Action Queue,Action Retrieval,Area Movement,Auction/Bidding,Dice Rolling,Force Commitment,Hand Management,Income,Player Elimination,Turn Order: Claim Action,Variable Player Powers,,,,,,,,,,
Hand Management,Open Drafting,Take That,,,,,,,,,,,,,,,,,,
Action Queue,Dice Rolling,Grid Movement,Modular Board,Set Collection,Variable Player Powers,,,,,,,,,,,,,,,
Open Drafting,Tile Placement,Variable Player Powers,Worker Placement,,,,,,,,,,,,,,,,,
Hand Management,Memory,Player Elimination,,,,,,,,,,,,,,,,,,
Auction/Bidding,Set Collection,,,,,,,,,,,,,,,,,,,
Open Drafting,Set Collection,,,,,,,,,,,,,,,,,,,
Action Drafting,Action Points,Open Drafting,Set Collection,Turn Order: Claim Action,,,,,,,,,,,,,,,,
Action/Event,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation,,,,,,,,,,,,,,,,
Area Majority / Influence,Commodity Speculation,Modular Board,Open Drafting,Tile Placement,,,,,,,,,,,,,,,,
Enclosure,Grid Movement,Hexagon Grid,Pieces as Map,Slide/Push,Three Dimensional Movement,Tile Placement,,,,,,,,,,,,,,
Paper-and-Pencil,,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Auction/Bidding,Dice Rolling,,,,,,,,,,,,,,,,,,
Line Drawing,Paper-and-Pencil,,,,,,,,,,,,,,,,,,,
Simulation,,,,,,,,,,,,,,,,,,,,
Memory,Pattern Recognition,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Closed Drafting,End Game Bonuses,Grid Coverage,Square Grid,,,,,,,,,,,,,,,,
Tile Placement,,,,,,,,,,,,,,,,,,,,
Auction/Bidding,Pick-up and Deliver,Tech Trees / Tech Tracks,,,,,,,,,,,,,,,,,,
Hand Management,Secret Unit Deployment,Simultaneous Action Selection,,,,,,,,,,,,,,,,,,
Hand Management,Highest-Lowest Scoring,Pattern Building,Team-Based Game,Tile Placement,,,,,,,,,,,,,,,,
Action Points,Area Majority / Influence,Hexagon Grid,Layering,Tile Placement,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
Move Through Deck,Push Your Luck,Score-and-Reset Game,Simultaneous Action Selection,,,,,,,,,,,,,,,,,
Contracts,Dice Rolling,Hand Management,Open Drafting,Push Your Luck,Set Collection,Simulation,,,,,,,,,,,,,,
Constrained Bidding,,,,,,,,,,,,,,,,,,,,
Auction/Bidding,Bribery,Dice Rolling,Grid Movement,Negotiation,Pick-up and Deliver,Set Collection,Trading,,,,,,,,,,,,,
Action Points,Bias,Cooperative Game,Grid Movement,Hand Management,Map Reduction,Modular Board,Pick-up and Deliver,Set Collection,Solo / Solitaire Game,Square Grid,Variable Player Powers,,,,,,,,,
Action Queue,Hand Management,Simultaneous Action Selection,Tile Placement,Worker Placement,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Dice Rolling,,,,,,,,,,,,,,,,,,,
Dice Rolling,Paper-and-Pencil,Push Your Luck,Re-rolling and Locking,Set Collection,,,,,,,,,,,,,,,,
Auction/Bidding,Auction: Turn Order Until Pass,Closed Drafting,Commodity Speculation,Hand Management,Set Collection,,,,,,,,,,,,,,,
Bias,End Game Bonuses,Open Drafting,Worker Placement,,,,,,,,,,,,,,,,,
Betting and Bluffing,Bribery,Dice Rolling,Set Collection,,,,,,,,,,,,,,,,,
Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Grid Movement,Modular Board,Role Playing,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,,
Area Majority / Influence,End Game Bonuses,"I Cut, You Choose",Turn Order: Stat-Based,,,,,,,,,,,,,,,,,
Dice Rolling,Push Your Luck,Simultaneous Action Selection,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,,,,,
Cooperative Game,Deduction,Solo / Solitaire Game,,,,,,,,,,,,,,,,,,
Network and Route Building,Open Drafting,Stock Holding,,,,,,,,,,,,,,,,,,
Communication Limits,Cooperative Game,Push Your Luck,,,,,,,,,,,,,,,,,,
Worker Placement,,,,,,,,,,,,,,,,,,,,
Dice Rolling,Hand Management,Roll / Spin and Move,Simultaneous Action Selection,,,,,,,,,,,,,,,,,
Cooperative Game,Hidden Roles,Team-Based Game,Voting,,,,,,,,,,,,,,,,,
Set Collection,Tile Placement,,,,,,,,,,,,,,,,,,,
Team-Based Game,Voting,,,,,,,,,,,,,,,,,,,
Cooperative Game,,,,,,,,,,,,,,,,,,,,
Loans,Set Collection,Trading,,,,,,,,,,,,,,,,,,
Tile Placement,Turn Order: Claim Action,Variable Player Powers,Worker Placement,"Worker Placement, Different Worker Types",,,,,,,,,,,,,,,,
Rondel,Set Collection,,,,,,,,,,,,,,,,,,,
Open Drafting,Pattern Building,Set Collection,Tile Placement,Variable Set-up,,,,,,,,,,,,,,,,
Area Movement,Dice Rolling,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,"Deck, Bag, and Pool Building",Grid Movement,Hexagon Grid,Modular Board,Movement Points,Variable Player Powers,,,,,,,,,,,,,,
Hand Management,Trick-taking,,,,,,,,,,,,,,,,,,,
Auction: Sealed Bid,Hand Management,Memory,Open Drafting,Set Collection,Tile Placement,,,,,,,,,,,,,,,
Area Majority / Influence,Commodity Speculation,,,,,,,,,,,,,,,,,,,
Hand Management,Trick-taking,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
Action Points,Area Majority / Influence,Area Movement,Dice Rolling,Events,Hand Management,Role Playing,Take That,Variable Player Powers,,,,,,,,,,,,
Hand Management,Player Elimination,Score-and-Reset Game,,,,,,,,,,,,,,,,,,
Contracts,Push Your Luck,Set Collection,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Open Drafting,Set Collection,,,,,,,,,,,,,,,,,
Hand Management,Hot Potato,Player Elimination,Push Your Luck,Set Collection,Take That,,,,,,,,,,,,,,,
Open Drafting,Set Collection,Tile Placement,,,,,,,,,,,,,,,,,,
Cooperative Game,Hand Management,Modular Board,Open Drafting,Simultaneous Action Selection,Variable Player Powers,,,,,,,,,,,,,,,
Action Points,Cooperative Game,Dice Rolling,Hand Management,Point to Point Movement,Variable Player Powers,,,,,,,,,,,,,,,
Hidden Roles,Line Drawing,Role Playing,Targeted Clues,,,,,,,,,,,,,,,,,
Communication Limits,Cooperative Game,Elapsed Real Time Ending,Grid Movement,Map Addition,Modular Board,Real-Time,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,
Acting,Elapsed Real Time Ending,Team-Based Game,Variable Player Powers,Voting,,,,,,,,,,,,,,,,
Action Points,Area Majority / Influence,Area Movement,,,,,,,,,,,,,,,,,,
Action Points,Chit-Pull System,Dice Rolling,Point to Point Movement,Simulation,,,,,,,,,,,,,,,,
Auction/Bidding,Auction: English,Auction: Once Around,Auction: Sealed Bid,Auction: Turn Order Until Pass,Commodity Speculation,Hand Management,Victory Points as a Resource,,,,,,,,,,,,,
Memory,Push Your Luck,Roles with Asymmetric Information,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
Action/Event,Area Majority / Influence,Campaign / Battle Card Driven,Hand Management,,,,,,,,,,,,,,,,,
Open Drafting,Pattern Building,Point to Point Movement,Rondel,Set Collection,,,,,,,,,,,,,,,,
Action Points,Dice Rolling,Set Collection,Tile Placement,Worker Placement,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,"Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Open Drafting,Point to Point Movement,,,,,,,,,,,,,,
Contracts,Open Drafting,Push Your Luck,Set Collection,,,,,,,,,,,,,,,,,
Action Points,Area Majority / Influence,Hand Management,Open Drafting,Pattern Building,Rondel,Set Collection,Solo / Solitaire Game,Variable Set-up,"Worker Placement, Different Worker Types",,,,,,,,,,,
Dice Rolling,Hand Management,Modular Board,,,,,,,,,,,,,,,,,,
Pattern Building,Tile Placement,,,,,,,,,,,,,,,,,,,
Enclosure,Hand Management,Tile Placement,,,,,,,,,,,,,,,,,,
Auction/Bidding,Auction: English,Auction: Once Around,Auction: Sealed Bid,Auction: Turn Order Until Pass,Commodity Speculation,Hand Management,Victory Points as a Resource,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Hand Management,Open Drafting,Trick-taking,,,,,,,,,,,,,,,,
Action Points,Dice Rolling,Set Collection,,,,,,,,,,,,,,,,,,
Hand Management,Hidden Victory Points,Open Drafting,Take That,Victory Points as a Resource,,,,,,,,,,,,,,,,
Hand Management,Variable Player Powers,,,,,,,,,,,,,,,,,,,
Dice Rolling,Hand Management,"I Cut, You Choose",Income,Open Drafting,Set Collection,,,,,,,,,,,,,,,
Advantage Token,Hand Management,Layering,Melding and Splaying,Take That,Tech Trees / Tech Tracks,Variable Phase Order,,,,,,,,,,,,,,
Network and Route Building,Pick-up and Deliver,Point to Point Movement,Worker Placement,,,,,,,,,,,,,,,,,
Area Movement,Dice Rolling,Minimap Resolution,Stat Check Resolution,Team-Based Game,,,,,,,,,,,,,,,,
Hand Management,Highest-Lowest Scoring,Worker Placement,,,,,,,,,,,,,,,,,,
Area Movement,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Hand Management,Modular Board,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,,
Action Points,Dice Rolling,Grid Movement,Open Drafting,Variable Player Powers,,,,,,,,,,,,,,,,
Hand Management,Set Collection,Take That,,,,,,,,,,,,,,,,,,
Communication Limits,Cooperative Game,Hand Management,Memory,Set Collection,,,,,,,,,,,,,,,,
Hidden Roles,Role Playing,Traitor Game,Variable Player Powers,Voting,,,,,,,,,,,,,,,,
Connections,Hand Management,Network and Route Building,Open Drafting,Set Collection,,,,,,,,,,,,,,,,
Paper-and-Pencil,,,,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Hand Management,Open Drafting,,,,,,,,,,,,,,,,,,
Hand Management,,,,,,,,,,,,,,,,,,,,
Auction/Bidding,Auction: Dutch Priority,Worker Placement,,,,,,,,,,,,,,,,,,
Area Majority / Influence,"Deck, Bag, and Pool Building",Hand Management,Hidden Roles,Open Drafting,Point to Point Movement,Team-Based Game,,,,,,,,,,,,,,
Hexagon Grid,Network and Route Building,Real-Time,Solo / Solitaire Game,Tile Placement,,,,,,,,,,,,,,,,
Dice Rolling,Legacy Game,Scenario / Mission / Campaign Game,Worker Placement,Worker Placement with Dice Workers,,,,,,,,,,,,,,,,
Pattern Building,Pattern Recognition,Tile Placement,,,,,,,,,,,,,,,,,,
Dice Rolling,Hand Management,Take That,Variable Player Powers,,,,,,,,,,,,,,,,,
Grid Movement,Hand Management,Pattern Movement,Square Grid,Static Capture,,,,,,,,,,,,,,,,
Action Points,Area Majority / Influence,Enclosure,Grid Movement,Square Grid,Tile Placement,,,,,,,,,,,,,,,
Hand Management,Pattern Building,Tile Placement,,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Open Drafting,,,,,,,,,,,,,,,,,,,
Hand Management,Open Drafting,Pattern Building,Set Collection,Tile Placement,Trading,,,,,,,,,,,,,,,
Action Points,Cooperative Game,"Deck, Bag, and Pool Building",Grid Movement,Hand Management,Modular Board,Open Drafting,Tile Placement,,,,,,,,,,,,,
Betting and Bluffing,Dice Rolling,Roll / Spin and Move,Track Movement,,,,,,,,,,,,,,,,,
Hand Management,Player Elimination,,,,,,,,,,,,,,,,,,,
Betting and Bluffing,,,,,,,,,,,,,,,,,,,,
Auction/Bidding,Commodity Speculation,,,,,,,,,,,,,,,,,,,
Dice Rolling,Paper-and-Pencil,Pattern Building,,,,,,,,,,,,,,,,,,
Action Points,Dice Rolling,Grid Movement,Hexagon Grid,Map Reduction,Memory,Modular Board,Secret Unit Deployment,Take That,,,,,,,,,,,,
Stacking and Balancing,,,,,,,,,,,,,,,,,,,,
Communication Limits,Cooperative Game,Hand Management,Memory,Set Collection,,,,,,,,,,,,,,,,
Hand Management,Team-Based Game,Variable Player Powers,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Bias,Hand Management,,,,,,,,,,,,,,,,,,
Set Collection,Worker Placement,,,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Dice Rolling,Open Drafting,Random Production,,,,,,,,,,,,,,,,,
Hand Management,Open Drafting,Set Collection,,,,,,,,,,,,,,,,,,
Card Play Conflict Resolution,Hand Management,Point to Point Movement,Secret Unit Deployment,Simulation,,,,,,,,,,,,,,,,
Action Points,Area Majority / Influence,Point to Point Movement,Variable Player Powers,,,,,,,,,,,,,,,,,
Dice Rolling,Modular Board,Paper-and-Pencil,Push Your Luck,Set Collection,,,,,,,,,,,,,,,,
Dice Rolling,Paper-and-Pencil,,,,,,,,,,,,,,,,,,,
Commodity Speculation,Dice Rolling,Set Collection,Tile Placement,Time Track,Track Movement,,,,,,,,,,,,,,,
Area Majority / Influence,Open Drafting,Set Collection,,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Hand Management,Open Drafting,,,,,,,,,,,,,,,,,,
Enclosure,Income,Investment,Negotiation,Set Collection,Tile Placement,Trading,Victory Points as a Resource,,,,,,,,,,,,,
Contracts,Dice Rolling,Re-rolling and Locking,Set Collection,,,,,,,,,,,,,,,,,
Auction: Turn Order Until Pass,Closed Economy Auction,Finale Ending,Set Collection,Simultaneous Action Selection,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Hand Management,Open Drafting,,,,,,,,,,,,,,,,,,
Hidden Roles,Memory,Roles with Asymmetric Information,Simultaneous Action Selection,Team-Based Game,Traitor Game,Voting,,,,,,,,,,,,,,
Contracts,Dice Rolling,Open Drafting,Worker Placement,,,,,,,,,,,,,,,,,
Action Points,Set Collection,Tile Placement,Worker Placement,,,,,,,,,,,,,,,,,
Hand Management,Simultaneous Action Selection,,,,,,,,,,,,,,,,,,,
Action Points,Connections,End Game Bonuses,Hexagon Grid,Income,Loans,Network and Route Building,Open Drafting,Ownership,Pick-up and Deliver,Tile Placement,Turn Order: Auction,,,,,,,,,
Bingo,Hand Management,"I Cut, You Choose",Score-and-Reset Game,Stacking and Balancing,,,,,,,,,,,,,,,,
Action Points,Worker Placement,,,,,,,,,,,,,,,,,,,
Dice Rolling,Hexagon Grid,Movement Points,Simulation,,,,,,,,,,,,,,,,,
Area Majority / Influence,"Deck, Bag, and Pool Building",Grid Movement,Hand Management,,,,,,,,,,,,,,,,,
Cooperative Game,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,Variable Phase Order,Variable Player Powers,,,,,,,,,,,,,,,
Area Majority / Influence,Dice Rolling,Set Collection,Trading,Variable Player Powers,,,,,,,,,,,,,,,,
Hand Management,Player Elimination,,,,,,,,,,,,,,,,,,,
Action Queue,Contracts,Hand Management,Highest-Lowest Scoring,Modular Board,Rondel,Solo / Solitaire Game,Worker Placement,,,,,,,,,,,,,
Cooperative Game,Pick-up and Deliver,Point to Point Movement,Push Your Luck,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,,,,
Hand Management,Race,Track Movement,,,,,,,,,,,,,,,,,,
Area Movement,Hand Management,Interrupts,Kill Steal,Secret Unit Deployment,Variable Player Powers,,,,,,,,,,,,,,,
Area Majority / Influence,Bribery,,,,,,,,,,,,,,,,,,,
Dice Rolling,Hand Management,Modular Board,Network and Route Building,Trading,,,,,,,,,,,,,,,,
Hand Management,Hidden Movement,Memory,Secret Unit Deployment,,,,,,,,,,,,,,,,,
Area Movement,Flicking,Set Collection,Stacking and Balancing,Variable Player Powers,,,,,,,,,,,,,,,,
Pattern Building,,,,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Hand Management,Open Drafting,,,,,,,,,,,,,,,,,,
Hidden Roles,Roll / Spin and Move,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Hand Management,Tile Placement,,,,,,,,,,,,,,,,,,
Contracts,End Game Bonuses,Events,Hand Management,Income,Movement Points,Narrative Choice / Paragraph,Point to Point Movement,Scenario / Mission / Campaign Game,Set Collection,Solo / Solitaire Game,Stock Holding,Sudden Death Ending,Tech Trees / Tech Tracks,Track Movement,Variable Set-up,,,,,
Area Majority / Influence,Area Movement,Set Collection,Time Track,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",,,,,,,,,,,,,,,,,,,,
Action Drafting,Follow,Increase Value of Unchosen Resources,Open Drafting,Race,Turn Order: Claim Action,Variable Phase Order,Variable Player Powers,,,,,,,,,,,,,
Secret Unit Deployment,Worker Placement,,,,,,,,,,,,,,,,,,,
Auction/Bidding,Set Collection,,,,,,,,,,,,,,,,,,,
Hand Management,Network and Route Building,Open Drafting,Point to Point Movement,,,,,,,,,,,,,,,,,
Hand Management,Ladder Climbing,Predictive Bid,Team-Based Game,Trick-taking,,,,,,,,,,,,,,,,
Bingo,Line Drawing,Network and Route Building,Paper-and-Pencil,Set Collection,,,,,,,,,,,,,,,,
Worker Placement,,,,,,,,,,,,,,,,,,,,
Hidden Roles,Targeted Clues,Team-Based Game,Voting,,,,,,,,,,,,,,,,,
Hidden Roles,Role Playing,Team-Based Game,Variable Player Powers,Voting,,,,,,,,,,,,,,,,
Area Majority / Influence,Closed Drafting,Hand Management,Modular Board,Simultaneous Action Selection,Variable Set-up,,,,,,,,,,,,,,,
Hand Management,Take That,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Hand Management,Set Collection,Worker Placement,,,,,,,,,,,,,,,,,
Auction/Bidding,Market,Network and Route Building,Ownership,Stock Holding,Tile Placement,Victory Points as a Resource,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
Closed Drafting,Dice Rolling,Modular Board,Race,Resource to Move,Simultaneous Action Selection,Track Movement,Variable Player Powers,Worker Placement with Dice Workers,,,,,,,,,,,,
Area Majority / Influence,Auction/Bidding,Commodity Speculation,Network and Route Building,Point to Point Movement,,,,,,,,,,,,,,,,
Area Majority / Influence,Hand Management,,,,,,,,,,,,,,,,,,,
Memory,Storytelling,,,,,,,,,,,,,,,,,,,
Action Points,Auction/Bidding,Open Drafting,,,,,,,,,,,,,,,,,,
Dice Rolling,Hexagon Grid,Paper-and-Pencil,,,,,,,,,,,,,,,,,,
Dice Rolling,Player Elimination,Simultaneous Action Selection,Voting,,,,,,,,,,,,,,,,,
Cooperative Game,"Deck, Bag, and Pool Building",Open Drafting,Player Elimination,Solo / Solitaire Game,Take That,,,,,,,,,,,,,,,
Open Drafting,Pattern Building,Set Collection,Tile Placement,,,,,,,,,,,,,,,,,
Area Majority / Influence,Chaining,Connections,End Game Bonuses,Hexagon Grid,Network and Route Building,Score-and-Reset Game,Set Collection,Variable Set-up,,,,,,,,,,,,
Campaign / Battle Card Driven,Hexagon Grid,Simulation,Variable Phase Order,,,,,,,,,,,,,,,,,
Communication Limits,Simultaneous Action Selection,Storytelling,Targeted Clues,Voting,,,,,,,,,,,,,,,,
Push Your Luck,Take That,,,,,,,,,,,,,,,,,,,
Betting and Bluffing,Hand Management,,,,,,,,,,,,,,,,,,,
Hand Management,Matching,,,,,,,,,,,,,,,,,,,
Hand Management,Open Drafting,Set Collection,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Modular Board,,,,,,,,,,,,,,,,,,
Hand Management,Push Your Luck,Set Collection,,,,,,,,,,,,,,,,,,
Action Points,Cooperative Game,Dice Rolling,Hand Management,Variable Player Powers,,,,,,,,,,,,,,,,
Auction/Bidding,Dice Rolling,Die Icon Resolution,End Game Bonuses,Player Elimination,Push Your Luck,Selection Order Bid,Solo / Solitaire Game,,,,,,,,,,,,,
Dice Rolling,Line of Sight,Measurement Movement,Modular Board,Stat Check Resolution,Variable Player Powers,,,,,,,,,,,,,,,
Catch the Leader,Hand Management,Legacy Game,Open Drafting,Scenario / Mission / Campaign Game,Solo / Solitaire Game,Worker Placement,,,,,,,,,,,,,,
Hand Management,Set Collection,Team-Based Game,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Campaign / Battle Card Driven,Communication Limits,Hand Management,Map Reduction,Team-Based Game,Turn Order: Pass Order,Variable Set-up,,,,,,,,,,,,,
Simultaneous Action Selection,Trading,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Open Drafting,Semi-Cooperative Game,Solo / Solitaire Game,Worker Placement,,,,,,,,,,,,,,,,
Enclosure,Tile Placement,,,,,,,,,,,,,,,,,,,
Move Through Deck,Push Your Luck,Score-and-Reset Game,Simultaneous Action Selection,,,,,,,,,,,,,,,,,
Area Majority / Influence,Auction/Bidding,Auction: Once Around,Closed Economy Auction,Take That,,,,,,,,,,,,,,,,
Bribery,Simultaneous Action Selection,Voting,,,,,,,,,,,,,,,,,,
Action Queue,Area Majority / Influence,Layering,Network and Route Building,Simultaneous Action Selection,Solo / Solitaire Game,Variable Set-up,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Dice Rolling,Hand Management,,,,,,,,,,,,,,,,,
Bingo,Pattern Building,Tile Placement,,,,,,,,,,,,,,,,,,
Hidden Roles,Role Playing,Team-Based Game,Traitor Game,,,,,,,,,,,,,,,,,
Area Majority / Influence,Grid Movement,,,,,,,,,,,,,,,,,,,
Memory,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
Action Points,,,,,,,,,,,,,,,,,,,,
Dice Rolling,Grid Movement,Hand Management,Variable Player Powers,,,,,,,,,,,,,,,,,
Dice Rolling,Hexagon Grid,Movement Points,Simulation,,,,,,,,,,,,,,,,,
