이름,링크,상세정보
자리 차지하기 (King of the Hill),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=943,"자리 차지하기 메커니즘이 있는 게임에서, 게임판의 특정 구간이나 자리를 차지하고 있는 플레이어는 이에 대한 점수 혹은 특별한 이득을 얻습니다. 그 자리를 얼마나 오랫동안 차지할 수 있을까요?"
자원 소모 이동 (Resource to Move),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1001,"플레이어들은 자원을 소모하여 이동합니다.
보통 연료를 사용하지만, 어떤 게임에서는 돈이나 다른 재화를 사용하는 경우도 있습니다. "
재굴림과 잠금 (Re-rolling and Locking),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=998,"게임에서 주사위를 재굴림하거나, 재굴림을 방지하기 위해 잠글 수 있습니다. 
Yahtzee와 Cosmic Wimpout이 이 메커니즘의 초기 예시입니다. 더 많은 최근 게임들이 ""잠금""의 요소를 포함하고 있는데, 어떤 주사위들은 다시 굴리는 것이 금지됩니다. Zombie Dice와 Escape: The Curse of the Temple에 이런 예시가 있습니다. "
종이와 펜 (Paper-and-Pencil),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=975,"이 메커니즘 게임은 종이와 펜을 사용하여 게임이 진행되는 동안 게임 내에서 발생한 반응이나 특성을 기록하고 저장하기 위해 개발되었고, 게임이 끝날 때 점수를 기록하고 승자를 결정합니다. 
종이 시트에 점수를 기록하기 위해서만 종이와 펜을 사용하는 게임은 종이와 펜 메커니즘 게임이 아닙니다. "
죄수의 딜레마 (Prisoner's Dilemma),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=992,"각 플레이어는 협력할지, 배신할지를 선택합니다. 두 플레이어가 모두 협력했을 때 얻는 총 보상이 가장 크지만, 한 명이 배신하고 한 명이 협력을 택한다면 배신자는 혼자 큰 보상을 얻게 됩니다. "
주도권 싸움 (Tug of War),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1034,"마커가 중립 위치에서 시작해 트랙에서 앞뒤로 이동합니다. 
Twilight Struggle에서는 승리를 결정하는 방법으로 이를 사용합니다. 또한 어떤 플레이어가 트랙의 끝에 다다르면 바로 종료되는 단판 승리 메커니즘을 표시하기 위해 사용합니다. 
Churchill에서는 3명의 플레이어 사이의 주도권 싸움을 표시합니다. 이는 게임 중에 논의된 논점들을 해결하기 위해 사용됩니다. "
주사위 굴림 (Dice Rolling),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=913,"주사위 굴림은 많은 용도로 사용할 수 있는 메커니즘으로, 가장 명확하게는 무작위성을 주기 위해 사용합니다. 
전쟁 게임에서 주사위 굴림은 다양한 표와 함께 사용되는데, 특히 양쪽의 힘과 주사위 굴림(6면체 1개, 6면체 2개, 10면체 1개가 가장 일반적입니다)에 따른 결과를 도출해내는 전투 결과표(비율 또는 격차에 따른 결과를 표시한)가 대표적입니다. "
주사위 기호 해결 (Dice Icon Resolution),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=914,"플레이어들은 사건이나 분쟁을 해결하기 위해 특별 제작 주사위를 굴립니다. 결과가 특정 기호와 일치해야 성공합니다. 
이 메커니즘은 주사위를 굴린 후에 어떤 결과의 주사위든 행동을 위해 사용할 수 있는 롤 포더 갤럭시에서 사용되는 주사위 일꾼으로 일꾼 놓기와는 다릅니다. "
주사위로 일꾼 놓기 (Worker Placement with Dice Workers),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1048,일꾼들이 그 눈금에 따라 게임에 영향을 미치는 주사위로 표시됩니다.
주식 보유 (Stock Holding),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1024,"주식 보유 게임은 ""투자(Investment)"" 게임의 하위 카테고리로, 플레이어들이 회사, 상품, 국가와 같은 전체 자산의 규정된 지분을 구매하거나 팔 수 있는 게임입니다. 주식 보유로 ""소유(Ownership)""의 특권을 얻을 수도 있습니다. 
유명한 예시로 Aquire를 들 수 있습니다. Aquire에서 플레이어들은 회사의 주식을 사고, 회사가 팔리기 전에 성장했다면 이득을 얻을 수 있습니다. Imperial에서 플레이어들은 유럽 국가들의 채권을 구매할 수 있는데, 채권은 배당금과 게임 종료시의 점수를 줄 뿐만 아니라, 플레이어가 가장 많은 채권을 가지고 있는 사람이라면 국가의 행동을 결정할 수 있는 권한마저 줍니다. "
준협력 게임 (Semi-Cooperative Game),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1011,"게임 내에서 각 플레이어들이 공통 목표를 달성하기 위해 협력하면서 동시에 경쟁하기도 하는 게임을 말합니다. 준협력게임으로 분류되려면 종료 조건에 아래 두 요소가 있어야 합니다. 
A) 한 명 이상의(그러나 모두는 아닌) 플레이어가 같이 승리할 수 있어야 합니다.
B) 아무도 이기지 못하는 경우가 있어야 합니다. 
플레이어들이 때때로 협력하지만 때로는 경쟁하여, 한 사람이 결국 승리하는 게임은 준협력게임이 아닙니다. 이러한 게임은 ""협상(Negotiation)"" 메커니즘을 사용한 경쟁 게임입니다. "
지도 변형 (Map Deformation),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=954,"게임을 진행하는 동안 회전 또는 밀기 등의 방법으로 지도가 변형됩니다.
<Wiz-War(1983)>나 <Dungeon Twister(2004)> 같은 게임이 이 메커니즘을 사용한 사례입니다."
지도 조각 (Pieces as Map),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=987,"각 조각들은 전체 지도를 구성합니다. 
이 게임은 맵 구성요소가 놓인 후에도 여전히 '조각'으로 남아 게임 메커니즘의 대표성을 가진다는 측면에서 ""타일 놓기(Tile Placement)"" 메커니즘과 구별됩니다. 
초기 게임들로는 Hive와 Maelstrom이 있습니다."
지도 추가 (Map Addition),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=952,새로운 영역을 탐험하면서 지도가 추가됩니다. <Mississippi Queen(1997)>이나 <Eclipse(2011)> 같은 게임이 해당됩니다.
지도 추가 (Map Addtion),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=953,새로운 영역을 탐험하면서 지도가 추가됩니다. <Mississippi Queen(1997)>이나 <Eclipse(2011)> 같은 게임이 해당됩니다.
지도 축소 (Map Reduction),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=955,"게임이 진행되면서, 지도가 줄어듭니다.
<Isolation(1972)>, <Survive: Escape from Atlantis!(1982)>, <The Sinking of the Titanic(1975)>같은 게임이 해당됩니다."
지역 내 충돌 (Area-Impulse),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=876,"한 차례 안에 충돌이 벌어지면, 그 차례는 플레이어들이 반복적으로 주고 받는 더 작은 차례로 나누어집니다.
이 작은 차례들은 관련된 모든 플레이어가 패스할 때까지 반복해서 진행됩니다(어떤 경우에는 차례 종료 주사위 굴림으로 인해 한 명 이상의 플레이어가 아직 할 거리가 남았는 데도 충돌이 끝나버리기도 합니다).
이러한 충돌 속에서, 여러 유닛들은 소진되기 전까지 특정한 그룹 단위로 활성화되고 행동합니다.
하지만, ""리더""로부터 반경 내에 있는 유닛들이 한 그룹으로 묶여 활성화되는 것이 아니라, 특정 ""지역""에 있는 유닛 단위로 활성화됩니다. (따라서 이러한 충돌 시스템을 적용하기 위해서는 단순한 육각형 지형이 아닌 정해진 ""지역""이 필요합니다. )
이때, ""지역""은 한 충돌에서 활성화되는 유닛의 범위를 정의하기 위해 존재하는 개념입니다. (또한 그 충돌 내에서 어떠한 공격 및 이동이 가능하고 불가능한지를 제한하는 역할도 합니다.)
그러므로, 충돌이 벌어질 때, (전통적으로 사용되어 왔던) 내 유닛 다 쓴 다음에 네 유닛 다 쓰는 방식 대신에, 각 플레이어마다 그 플레이어의 유닛들로 이루어진 각 그룹별로 한 번씩 번갈아가며 활성화됩니다.
마지막으로, 다음 턴의 충돌이 시작되기 전에, 소진된 유닛들은 초기화되어 활동할 수 있는 권리를 다시 획득합니다."
지역 우선권 / 영향력 (Area Majority / Influence),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=874,"여러 플레이어들이 특정 지역을 소유하고 해당 지역에 있는 자신의 비례 영향력에 기반하여 이득을 얻을 수 있습니다. 
예를 들어 엘 그란데에서 플레이어들은 특정 지역에 자신의 까라벨로(caballero)를 가장 많이 놓음으로써 지역 점수를 얻습니다."
지역 이동 (Area Movement),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=875,"게임판이 반복 영역과 반복되지 않는 영역, 규칙적인 영역과 불규칙적인 간격으로 나뉘어 인접성과 이동을 결정합니다. "
지연된 구매 (Delayed Purchase),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=912,"구매한 물품이 바로 게임에 들어오지 않고, 미래의 차례에 들어옵니다. 
이 메커니즘의 예시로는 도미니언이 있는데, 도미니언에서 구매한 카드는 버린 카드 더미로 갑니다. World in Flames에서는 ""생산 나선""을 사용하여 구매한 부대, 비행기, 함대는 그것을 건조하는데 얼마나 걸리냐에 따라 몇 달 뒤(또는 몇 년 뒤)에 게임에 들어옵니다."
지점 이동 (Point to Point Movement),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=990,"지점 이동 메커니즘을 선택한 보드게임의 게임판에는 마커나 피규어를 놓을 수 있는 특정한 장소, 예를 들어 도시같은 곳이 있습니다. 이러한 지점들은 보통 선으로 연결되어 있고 이동은 이러한 선을 따라 이루어집니다. 두 지점이 단순히 옆에 있거나 가깝다는 것으로 연결된 것이 아닙니다. 두 지점 사이에 연결된 선이 없다면 상호 지점으로 직접 이동할 수는 없습니다. 
지점 이동 방식의 예시: Nine Men's Morris, Kensington, Friedrich.
지점 이동 방식의 직관적이지 않은 예시: Risk. Risk는 Axis & Allies와 같은 지역 이동 방식의 게임이지만, 지점 이동 방식도 포함하고 있습니다. 이는 일반적으로는 이동할 수 없는 물 지역을 관통하여 다양한 지역 사이를 연결하는 선 때문입니다(예시: 그린란드, 일본, 아이슬란드, 마다가스카르 등).
Tokaido나 Jamaica같이 순차적으로 위치를 표현하는 트랙이나 순환선 사이를 이동하는 하는 것은 ""트랙 이동(Track Movement)"" 메커니즘으로 분류해야 합니다. "
차례 순서 : 경매 (Turn Order : Auction),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1035,플레이어들은 차례 순서를 결정하기 위해 입찰합니다. 다양한 경매 방법이 사용될 수 있습니다. 
차례 순서 : 능력치 기반 (Turn Order : Stat-Based),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1041,"각 라운드의 차례 순서는 게임 내에서 플레어어들의 자원 또는 위치에 기반하여 결정됩니다. 일반적인 방법은 현재 점수 순서에 따라 차례 순서를 결정하는 것입니다(""일등 따라잡기(Catch the Leader)"" 메커니즘처럼). "
차례 순서 : 무작위 (Turn Order : Random),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1039,"게임 말이나 플레이어를 표시하는 물건을 무작위로 섞은 후, 차례를 진행할 때 하나를 뽑습니다. 그 플레이어 또는 말이 차례를 진행합니다. 그러고 나서 (차례를 마치면) 새로 뽑습니다. "
차례 순서 : 순서 진행 (Turn Order : Progressive),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1038,"한 플레이어가 시작 플레이어 토큰을 가집니다. 라운드가 끝날 때, 토큰이 왼쪽 플레이어에게 넘어갑니다. 그 플레이어가 다음 라운드의 시작 플레이어가 됩니다. 라운드 중에 플레이어들은 시계 방향 순서대로 차례를 가집니다. 
반시계 방향으로 순서가 진행될 때는 ""역순서 진행""라고 부릅니다. 해당 방법도 이 메커니즘에 포함됩니다. "
차례 순서 : 역할 순서 (Turn Order : Role Order),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1040,"플레이어들은 비밀리에, 그리고 동시에 행동, 역할, 우선권을 선택합니다. 그리고 이를 공개하고, 공개된 행동이나 역할에 따라 어떤 플레이어가 먼저 행동할지를 결정합니다. "
차례 순서 : 패스 순서 (Turn Order : Pass Order),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1037,"자신의 차례에, 플레이어들은 행동하거나 패스를 선언할 수 있습니다. 가장 먼저 패스를 선언한 플레이어가 다음 라운드의 시작 플레이어가 됩니다. 다음으로 패스를 선언한 플레이어는 다음 라운드의 두 번째 플레이어가 됩니다. 이렇게 패스를 선언한 순서대로 다음 라운드의 순서를 결정합니다. 후순위 플레이어가 더 유리할 때는, 패스 순서와 차례 순서를 뒤집는 것도 가능합니다. "
차례 순서 : 획득 행동 (Turn Order : Claim Action),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1036,"각 라운드에 시작 플레이어가 있고, 시작 플레이어부터 시계방향으로 차례를 가집니다. 이 때, 행동 중에 다음 라운드의 차례 순서를 결정할 수 있는(일반적으로 시작 플레이어가 되는 것이지만, 항상 그런것은 아닙니다) 행동이 있습니다. 아무도 이 행동을 하지 않는다면, 차례 순서는 바뀌지 않습니다. "
차례 잃기 (Lose a Turn),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=950,"'차례 잃기'는 다양한 메커니즘을 포괄하는 메커니즘입니다. 다양한 차례 구조에 적용될 수 있는데, 차례를 잃은 플레이어는 반드시 자신의 다음 차례를 진행하지 않고 넘겨야 합니다. 이 플레이어는 다음 라운드 또는 다음 자신의 차례가 오기를 기다려야 합니다."
추리 (Deduction),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=911,"플레이어들은 단서를 기반으로 해서 숨겨진 정보의 정체를 밝히기 위해 노력합니다. 
Clue와 Sleuth가 대표적인 예시입니다. "
충돌 이동 (Impulse Movement),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=936,"한 차례는 일련의 작은 충돌로 나누어집니다. 자기 속도에 따라 유닛들은 특정한 충돌로 이동할 수 있습니다.
일찍이 이 메커니즘을 활용한 게임으로는 <Star Fleet Battles>가 있습니다."
치고받기 (Take That),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1028,"경쟁적인 전략으로 상대방의 승리를 향한 진행을 직접적으로 공격하지만, 상대방을 표현하는 캐릭터나 구성물을 게임에서 제거하지는 않는 형태의 게임입니다. 이 메커니즘은 상대방의 자원, 행동, 기술 등을 훔치거나, 무효화하거나, 강제로 버리게 하는 것을 포함합니다. 치고받기 메커니즘은 종종 비교적 짧은 기간에도 플레이어들의 세력 구도를 극적으로 뒤바꾸는 결과를 가져오기도 합니다. "
치명적 타격 및 실패 (Critical Hits and Failures),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=907,"주사위를 굴리고, 지정된 숫자를 초과한 숫자는 성공으로 간주합니다. 어떤 눈금(보통 가장 높은 / 가장 낮은 눈)은 추가적인 성공이나 실패를 유발합니다. "
치트 뽑기 시스템 (Chit-Pull System),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=896,"주로 워게임에서 전장에서 동시에 벌어지는 일들을 시뮬레이션하고 지휘 및 통제라는 문제를 구현하기 위한 수단으로 사용됩니다. 이러한 시스템에서는 활성 플레이어가 무작위로 ""치트(Chit : 조그만 종이 카운터의 일종)""를 뽑아서 현재 어떤 유닛 집단이 이동할 수 있는지 결정합니다. 이러한 시스템 하에서 활용되는 주요 기믹으로는 특정 리더가 지휘하는 아무 유닛 이동하기, 특정 훈련도의 유닛 이동하기, 유닛을 이동 대신 전투 목적으로 활성화하기 등이 있습니다.
Bolt Action이 이런 방식의 예입니다."
카드 사용식 분쟁 해결 (Card Play Conflict Resolution),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=893,"각 플레이어는 동시에, 또는 연속적으로 1장 이상의 카드를 사용합니다. 이로 인해 분쟁의 기본 결과가 수정되며, 다양한 특수 능력이 사용될 수 있습니다.
""지역 우선권 / 영향력""과 비슷하지만 본 메커니즘은 한 분쟁을 해결하거나 보상을 줄 때 개별적으로 작동하며, 고정된 자산을 움직이는 데에 사용되지 않습니다.  ""Force Commitment""와도 비슷하지만, 그 메커니즘은 양을 산정할 수 있는 유동적 자산에 대해 주로 적용된다는 차이가 있습니다."
캠페인 / 전투 카드 드리븐 (Campaign / Battle Card Driven),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=891,"캠페인/전투 카드 드리븐은 워게임 계에서 비교적 최근에 개발된 메커니즘으로, 각 플레이어가 가진 카드를 통해 플레이어가 행동을 수행합니다. 기본적으로는 행동을 한 번 수행할 때 카드를 한 장 사용하는 식입니다. 전투의 결과를 결정하기 위해 카드를 사용하는 게임들은 이 메커니즘을 사용한 것이 아니며, 오히려 ""카드 사용식 분쟁 해결"" 메커니즘에 가깝습니다."
큐브 탑 (Cube Tower),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=908,"탑에서 다양한 색깔의 큐브를 떨어뜨려 어떤 색깔이 바닥에 떨어졌는지를 확인함으로써 행동을 해결합니다. 바닥에 나오지 않는 큐브들은 미래 행동에 나오거나, 그에 영향을 미칠 것입니다. 
Wallenstein이 이러한 게임들의 초기 예시입니다.
이 메커니즘은 큐브를 떨어뜨리지만, 탑이 단순히 공개될 때까지 큐브를 숨기는 역할만을 하는 엘 그란데의 카스티요와는 다릅니다.  "
크레용 레일 시스템 (Crayon Rail System),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=906,"크레용 레일 시스템은 ""경로와 네트워크 건설""의 하위 카테고리입니다. 이 종류의 게임들은 크레용이나 다른 비영구적인 방법으로 게임판에 선을 긋고, 종종 지울 수도 있습니다. 가장 유명한 크레용 레일 게임은 Empire Builder 시스템의 한 부분입니다."
클라이밍 (Ladder Climbing),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=944,"첫 번째 플레이어가 카드를 한 장, 혹은 서로 연관된 규칙이 있는 카드를 여러 장 내려 놓습니다. 이어서 그 다음 플레이어부터는 앞에서 내려 놓은 카드와 규칙은 동일하지만, 가치는 같거나 더 높은 카드를 내려 놓아야 합니다. 이 규칙에 따라 가장 가치가 높은 카드를 내려 놓은 플레이어가 다음 클라이밍 라운드에서 첫 번째 플레이어가 되어, 카드를 어떤 규칙에 따라 내려 놓을지 결정할 수 있습니다.
클라이밍 메커니즘은 동아시아 고전 게임에서 유래했으며, 오늘날에는 <티츄>나 <달무티> 같은 게임에서 찾아볼 수 있습니다."
타일 놓기 (Tile Placement),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1033,"타일 놓기 게임은 점수를 얻거나 능력을 발동하기 위해 타일 조각을 놓는 것이 특징입니다. 이러한 점수나 능력은 타일의 집합 또는 인접한 타일들에 기반하여 발동합니다. 그리고 색상, 특징 완성, 타일 집합의 크기 같은 비공간적 특성도 참조합니다. 
타일 놓기 게임의 전통적인 예시로는 카르카손이 있습니다. 카르카손에서 플레이어들은 무작위로 타일을 뽑은 후, 그 타일을 다른 타일에 붙여서 놓고 방금 놓은 타일 위해 미플(meeple)을 놓을 수 있는 기회를 가집니다. "
통제 범위 (Zone of Control),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1050,"특정 칸에 인접한 유닛은 그 칸에서 상대 유닛이 이동 또는 공격 능력을 발휘하는데 영향을 줍니다. 
이 메커니즘은 The Russian Campaign.과 같은 전쟁 게임에서 매우 흔한 메커니즘입니다.  여러 변형들이 있습니다. ""Locking ZOCs""는 해당 유닛들이 얼어붙어 움직이지 못하며, ""Soft ZOCs""는 유닛들이 ZOC 사이를 움직일 수는 있지만, 불이익이 있습니다. 그 외에도 다른 변형들이 있습니다. "
투자 (Investment),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1025,"투자 게임에서 플레이어들은 기업 지분의 일부를 갖습니다. 
게임 메커니즘에 있어 투자와""소유(Ownership)"" 사이의 차이는, 플레이어가 투자를 통해 얻는 것이 다르다는 점에 있습니다. 투자 게임에서 일반적으로 플레이어는 자신의 투자를 통해 돈이나 점수를 얻을 뿐, 특수 행동을 얻을 수는 없습니다.
Acquire는 투자 메커니즘을 도입한 초기 작품입니다."
투표 (Voting),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1046,"플레이어들은 제안된 행동의 발생 여부에 대해서 투표합니다. 
이 메커니즘을 채용한 대부분의 게임에서 플레이어들은 한 표씩 행사합니다. 그러나 Junta같은 몇몇 게임에서는 플레이어들의 게임 위치나 투표가 행해지는 주제에 따라, 플레이어들에게 서로 다른 수의 투표권을 주기도 합니다. "
트랙 이동 (Track Movement),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=979,"이 메커니즘 게임에서는 게임 말이 선형 트랙(꼭 직선일 필요는 없습니다. 곡선이거나, 뒤로 돌아가거나, 순환형태이기도 합니다) 사이에서 이동합니다. 
백개먼이나 Pachisi의 파생형 같은 고전 게임이나, 현대 보드게임 중에서는 Lewis & Clark: The Expedition이나 생쥐 만세 같은 게임이 그 예시입니다. 
Tokaido나 Jamaica같은 단순한 변형이나, Flamme Rouge, Downforce, Monza와 같은 경주 게임의 제한된 너비의 트랙 등도 이 메커니즘에 포함됩니다. "
트릭테이킹 (Trick-tacking),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=982,"플레이어들은 몇 번의 라운드 동안 손에 있는 카드를 테이블 위에 놓습니다. 그리고 이렇게 만들어진 각 ""트릭""을 개별적으로 평가하여 승자를 결정하거나 다른 잠재적 효과를 적용합니다. 
트릭을 얻는 가장 일반적인 방법은 이번 라운드에 가장 먼저 놓인(리드 수트) 수트의 가장 높은 가치의 카드를 내는 것입니다. 그러나 많은 고전 카드게임들은 ""트럼프"" 시스템을 사용합니다(특정 카드나, 보통 지정된 수트를 가진 카드가 놓이면, 트릭을 가져가는 시스템입니다. 가끔 트럼프 수트를 결정하기 위해 입찰 라운드를 가지는 경우도 있습닏니다. 
많은 트릭테이킹 게임(전부는 아닙니다)에서 플레이어들은 ""이어지는 수트""를 내야하는데, 보통 가지고 있다면 리드 슈트의 카드를 내야합니다. 맞는 카드가 없다면, 손에 있는 다른 카드를 내야합니다. "
팀전 게임 (Team-Based Game),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1030,"팀전 게임에서 플레이어들의 팀은 승리를 얻기 위해 다른 팀과 경쟁합니다. 사용가능한 팀의 구조는 다양한데,  2:2나 3:3처럼 대칭적인 팀일수도 있고, 2:2:2 처럼 다중 상대 구조일 수도 있으며, 1대 다수인 경우도 있습니다. "
